Energy,Spectral_spread,Spectral_rollof,MFCC2,MFCC3,Class
0.000935,0.124,0.226,0.139,0.258,Run
0.000713,0.116,0.193,-0.143,0.311,Run
0.000686,0.121,0.207,-0.0807,0.332,Run
0.00073,0.122,0.165,-0.42,0.294,Run
0.000935,0.116,0.17,-0.225,0.283,Run
0.000489,0.123,0.217,0.0473,0.158,Run
0.000804,0.121,0.203,-0.0417,0.28,Run
0.000591,0.122,0.21,-0.0241,0.218,Run
0.000784,0.117,0.187,-0.162,0.346,Run
0.000857,0.118,0.157,-0.363,0.2,Run
0.000546,0.121,0.177,-0.188,0.193,Run
0.0011,0.124,0.225,0.101,0.28,Run
0.000719,0.117,0.193,-0.107,0.321,Run
0.000671,0.121,0.207,-0.0467,0.341,Run
0.000783,0.121,0.165,-0.371,0.271,Run
0.000921,0.116,0.17,-0.264,0.306,Run
0.00109,0.124,0.218,0.123,0.0865,Run
0.000661,0.118,0.191,-0.112,0.333,Run
0.000519,0.124,0.21,-0.0422,0.234,Run
0.00075,0.121,0.194,-0.187,0.392,Run
0.000894,0.113,0.154,-0.289,0.345,Run
0.00046,0.124,0.198,-0.188,-0.0114,Run
0.00103,0.124,0.226,0.105,0.285,Run
0.000746,0.116,0.193,-0.0986,0.303,Run
0.000668,0.121,0.207,-0.0772,0.321,Run
0.000729,0.121,0.165,-0.376,0.253,Run
0.000954,0.116,0.17,-0.277,0.285,Run
0.000465,0.124,0.218,0.0596,0.136,Run
0.000987,0.123,0.21,0.00844,0.236,Run
0.00067,0.119,0.206,-0.0755,0.315,Run
0.000737,0.119,0.188,-0.197,0.324,Run
0.00084,0.117,0.161,-0.321,0.199,Run
0.000542,0.12,0.172,-0.222,0.184,Run
0.00128,0.124,0.225,0.0862,0.288,Run
0.000715,0.116,0.192,-0.098,0.343,Run
0.000673,0.121,0.206,-0.0429,0.326,Run
0.000736,0.121,0.169,-0.311,0.24,Run
0.00115,0.116,0.169,-0.257,0.329,Run
0.000717,0.123,0.214,0.053,0.0694,Run
0.000672,0.119,0.189,-0.108,0.351,Run
0.000511,0.125,0.215,-0.00847,0.237,Run
0.000754,0.121,0.191,-0.165,0.388,Run
0.000891,0.114,0.154,-0.312,0.319,Run
0.000421,0.124,0.197,-0.181,-0.0322,Run
0.00104,0.124,0.225,0.0851,0.295,Run
0.000706,0.117,0.192,-0.101,0.337,Run
0.00077,0.121,0.207,-0.0611,0.311,Run
0.000699,0.12,0.165,-0.33,0.255,Run
0.00118,0.116,0.171,-0.244,0.316,Run
0.000514,0.124,0.214,0.0165,0.111,Run
0.00101,0.124,0.209,0.0286,0.257,Run
0.000721,0.12,0.206,-0.0928,0.29,Run
0.000738,0.118,0.193,-0.17,0.354,Run
0.000735,0.119,0.162,-0.3,0.197,Run
0.000786,0.119,0.171,-0.191,0.135,Run
0.000578,0.123,0.219,-0.0145,0.317,Run
0.00071,0.117,0.19,-0.112,0.346,Run
0.000631,0.122,0.206,-0.0723,0.302,Run
0.000703,0.121,0.168,-0.298,0.289,Run
0.00125,0.116,0.168,-0.313,0.315,Run
0.000703,0.124,0.214,0.0372,0.0706,Run
0.000565,0.118,0.193,-0.0936,0.335,Run
0.000559,0.124,0.215,0.0182,0.179,Run
0.000768,0.121,0.193,-0.203,0.389,Run
0.000916,0.114,0.152,-0.308,0.344,Run
0.000531,0.125,0.203,-0.0441,-0.11,Run
0.000489,0.123,0.218,-0.0132,0.312,Run
0.000704,0.116,0.19,-0.119,0.34,Run
0.000669,0.121,0.207,-0.0575,0.318,Run
0.000715,0.122,0.168,-0.288,0.287,Run
0.00125,0.116,0.168,-0.297,0.29,Run
0.000471,0.123,0.215,-0.0327,0.116,Run
0.00103,0.124,0.209,0.0579,0.225,Run
0.000709,0.119,0.207,-0.065,0.334,Run
0.000798,0.121,0.193,-0.137,0.312,Run
0.000765,0.12,0.163,-0.323,0.215,Run
0.00083,0.118,0.168,-0.182,0.15,Run
0.000552,0.123,0.219,-0.0486,0.322,Run
0.000689,0.117,0.191,-0.0929,0.334,Run
0.00063,0.123,0.207,-0.0936,0.302,Run
0.000702,0.121,0.171,-0.249,0.266,Run
0.00129,0.116,0.169,-0.283,0.319,Run
0.000598,0.124,0.214,0.0603,0.0906,Run
0.000693,0.119,0.198,-0.0923,0.325,Run
0.000517,0.123,0.209,-0.00848,0.191,Run
0.000758,0.12,0.196,-0.189,0.381,Run
0.000922,0.114,0.152,-0.348,0.303,Run
0.000562,0.124,0.196,-0.0198,0.013,Run
0.000513,0.123,0.22,-0.00946,0.325,Run
0.000639,0.117,0.191,-0.106,0.305,Run
0.000721,0.122,0.206,-0.0959,0.314,Run
0.000695,0.12,0.171,-0.274,0.277,Run
0.0013,0.115,0.168,-0.297,0.317,Run
0.000518,0.123,0.209,-0.0187,0.129,Run
0.00108,0.124,0.218,0.0225,0.228,Run
0.000733,0.118,0.205,-0.0886,0.335,Run
0.00073,0.121,0.196,-0.11,0.313,Run
0.000825,0.118,0.161,-0.346,0.225,Run
0.000861,0.118,0.172,-0.211,0.252,Run
0.000535,0.123,0.215,0.0212,0.186,Run
0.000719,0.117,0.191,-0.1,0.325,Run
0.000639,0.122,0.206,-0.106,0.309,Run
0.000616,0.123,0.191,-0.223,0.276,Run
0.000847,0.114,0.157,-0.311,0.327,Run
0.000603,0.124,0.214,0.0407,0.0811,Run
0.000674,0.12,0.2,-0.132,0.294,Run
0.00116,0.123,0.21,-0.00216,0.123,Run
0.000779,0.12,0.193,-0.182,0.421,Run
0.000893,0.114,0.152,-0.401,0.275,Run
0.000555,0.123,0.195,-0.00518,0.0623,Run
0.000523,0.122,0.22,0.00469,0.305,Run
0.000795,0.116,0.193,-0.0971,0.308,Run
0.000655,0.122,0.206,-0.124,0.312,Run
0.000632,0.123,0.19,-0.196,0.248,Run
0.000754,0.114,0.157,-0.298,0.337,Run
0.000413,0.123,0.206,-0.0708,0.0941,Run
0.000929,0.125,0.223,0.0784,0.268,Run
0.000654,0.118,0.204,-0.103,0.31,Run
0.000661,0.12,0.195,-0.104,0.32,Run
0.00085,0.118,0.161,-0.389,0.218,Run
0.000831,0.118,0.176,-0.195,0.246,Run
0.00062,0.123,0.215,0.0421,0.168,Run
0.000653,0.118,0.193,-0.0579,0.334,Run
0.000621,0.121,0.203,-0.143,0.286,Run
0.000664,0.123,0.192,-0.201,0.288,Run
0.000862,0.114,0.156,-0.304,0.326,Run
0.000599,0.125,0.216,0.0281,0.0736,Run
0.000645,0.12,0.199,-0.113,0.3,Run
0.00114,0.122,0.211,-0.0167,0.15,Run
0.000791,0.118,0.19,-0.16,0.404,Run
0.00092,0.117,0.153,-0.442,0.231,Run
0.000551,0.124,0.193,0.0197,0.0733,Run
0.000532,0.123,0.22,-0.0234,0.332,Run
0.000722,0.117,0.191,-0.0759,0.322,Run
0.00062,0.122,0.206,-0.143,0.269,Run
0.000669,0.123,0.192,-0.183,0.293,Run
0.000876,0.114,0.157,-0.293,0.32,Run
0.000387,0.123,0.199,-0.0801,0.0968,Run
0.00101,0.125,0.226,0.116,0.281,Run
0.000602,0.116,0.192,-0.13,0.308,Run
0.00072,0.121,0.209,-0.0672,0.336,Run
0.00079,0.119,0.16,-0.387,0.2,Run
0.000887,0.118,0.173,-0.194,0.255,Run
0.000537,0.122,0.215,0.00644,0.164,Run
0.000603,0.118,0.195,-0.0995,0.353,Run
0.000615,0.122,0.201,-0.128,0.27,Run
0.00068,0.122,0.193,-0.186,0.336,Run
0.000895,0.115,0.156,-0.284,0.328,Run
0.00061,0.124,0.212,-0.0256,0.0387,Run
0.000818,0.121,0.2,-0.0688,0.265,Run
0.000578,0.122,0.213,-0.0156,0.248,Run
0.000764,0.117,0.187,-0.173,0.345,Run
0.000834,0.118,0.157,-0.365,0.205,Run
0.000669,0.122,0.183,-0.0835,0.166,Run
0.000537,0.122,0.221,-0.0156,0.339,Run
0.000681,0.118,0.194,-0.0895,0.351,Run
0.000654,0.122,0.201,-0.122,0.277,Run
0.000658,0.121,0.193,-0.176,0.304,Run
0.000797,0.114,0.156,-0.289,0.32,Run
0.000441,0.124,0.198,-0.123,0.101,Run
0.000957,0.125,0.226,0.139,0.217,Run
0.000685,0.116,0.193,-0.135,0.326,Run
0.000734,0.122,0.209,-0.0762,0.31,Run
0.000729,0.119,0.163,-0.429,0.264,Run
0.000896,0.117,0.171,-0.186,0.266,Run
0.00055,0.122,0.213,0.00376,0.147,Run
0.000725,0.118,0.192,-0.102,0.343,Run
0.000563,0.123,0.209,-0.0408,0.231,Run
0.000782,0.12,0.186,-0.22,0.382,Run
0.000884,0.114,0.154,-0.265,0.301,Run
0.000603,0.124,0.213,-0.0578,0.01,Run
0.000869,0.123,0.211,0.0747,0.242,Run
0.000606,0.12,0.206,-0.0865,0.309,Run
0.000854,0.118,0.188,-0.196,0.337,Run
0.000859,0.119,0.159,-0.376,0.201,Run
0.000679,0.121,0.18,-0.13,0.146,Run
0.00057,0.121,0.22,-0.0119,0.364,Run
0.000655,0.118,0.192,-0.0918,0.35,Run
0.000542,0.124,0.21,-0.0483,0.241,Run
0.000761,0.121,0.186,-0.235,0.388,Run
0.000852,0.115,0.155,-0.293,0.317,Run
0.000449,0.122,0.199,-0.137,0.064,Run
0.000896,0.124,0.227,0.141,0.259,Run
0.00069,0.117,0.193,-0.137,0.314,Run
0.000714,0.121,0.208,-0.0681,0.333,Run
0.000766,0.121,0.165,-0.42,0.285,Run
0.000954,0.116,0.169,-0.225,0.282,Run
0.000547,0.123,0.213,0.0254,0.123,Run
0.000646,0.117,0.19,-0.107,0.347,Run
0.000512,0.125,0.217,0.0138,0.24,Run
0.00076,0.121,0.19,-0.198,0.387,Run
0.000914,0.113,0.153,-0.28,0.317,Run
0.000611,0.124,0.213,-0.0393,-0.0356,Run
0.000992,0.123,0.21,0.0322,0.256,Run
0.000621,0.12,0.205,-0.085,0.287,Run
0.000704,0.119,0.191,-0.205,0.338,Run
0.000792,0.118,0.16,-0.316,0.218,Run
0.000744,0.12,0.176,-0.168,0.146,Run
0.000552,0.122,0.221,0.0214,0.384,Run
0.000604,0.117,0.192,-0.0765,0.343,Run
0.000636,0.123,0.211,-0.0406,0.221,Run
0.000732,0.122,0.193,-0.188,0.384,Run
0.000928,0.114,0.155,-0.292,0.321,Run
0.000413,0.125,0.2,-0.203,-0.0316,Run
0.00105,0.124,0.223,0.0988,0.278,Run
0.000703,0.117,0.194,-0.136,0.324,Run
0.000548,0.121,0.206,-0.0614,0.331,Run
0.000744,0.12,0.164,-0.397,0.26,Run
0.000923,0.116,0.169,-0.277,0.306,Run
0.00052,0.123,0.214,0.0262,0.132,Run
0.000671,0.118,0.192,-0.0878,0.36,Run
0.000527,0.123,0.216,0.0208,0.219,Run
0.000891,0.121,0.191,-0.2,0.365,Run
0.000915,0.114,0.153,-0.31,0.349,Run
0.000606,0.124,0.213,-0.0564,-0.0767,Run
0.000975,0.124,0.208,0.0175,0.22,Run
0.000644,0.119,0.207,-0.0875,0.319,Run
0.000746,0.119,0.192,-0.127,0.326,Run
0.0282,0.118,0.0426,-2.55,-0.0321,Run
0.00049,0.126,0.183,-1.48,-0.242,Run
0.00429,0.117,0.101,-3.24,-0.368,Run
0.0065,0.121,0.0614,1.58,1.08,Run
0.00141,0.126,0.0645,1.15,0.403,Run
0.000773,0.201,0.418,-0.0101,-0.163,Run
0.000911,0.203,0.446,-0.786,-1.05,Run
0.00228,0.148,0.0668,-1.52,-1.46,Run
0.00125,0.215,0.353,-1.28,-1.7,Run
0.000269,0.179,0.458,0.588,-0.62,Run
0.00016,0.173,0.407,-0.692,-0.088,Run
0.000239,0.178,0.402,0.0185,-0.216,Run
0.0393,0.187,0.0155,0.193,-0.411,Run
0.0716,0.158,0.0113,0.568,-0.689,Run
0.0702,0.183,0.012,0.819,-0.13,Run
0.000555,0.188,0.0956,-0.858,-0.573,Run
0.000166,0.185,0.295,-0.463,-0.912,Run
0.000903,0.187,0.474,-0.52,-1.12,Run
0.000255,0.185,0.423,-0.634,-1.29,Run
0.00243,0.14,0.0261,-0.781,-1.19,Run
0.00261,0.141,0.0253,-0.778,-1.21,Run
0.00243,0.142,0.0262,-0.786,-1.11,Run
0.003,0.141,0.026,-0.789,-1.15,Run
0.0186,0.197,0.0534,1.27,-0.517,Run
0.0359,0.0359,0.00651,0.553,-1.98,Run
0.0325,0.0348,0.0059,1.06,-2.1,Run
0.0394,0.0367,0.00636,0.433,-2.07,Run
0.0379,0.0375,0.0061,0.48,-2.18,Run
0.0226,0.113,0.032,-2.59,-0.135,Run
0.00904,0.2,0.0526,0.457,0.349,Run
0.00243,0.127,0.0508,-0.19,-0.213,Run
0.000204,0.146,0.0809,-1.33,-1.18,Run
0.000534,0.158,0.0585,-1.72,-1.34,Run
0.00137,0.161,0.0324,-2.34,-1.2,Run
0.00569,0.156,0.0149,-0.996,-2.01,Run
0.00208,0.177,0.345,-1.44,-1.17,Run
0.00113,0.177,0.397,-1.39,0.146,Run
0.000263,0.138,0.0891,-0.435,0.0951,Run
0.000861,0.18,0.114,-1.02,-0.67,Run
0.00435,0.188,0.086,0.309,-0.0516,Run
0.00123,0.195,0.175,0.104,0.0684,Run
0.000163,0.22,0.608,-3.46,-0.391,Run
0.000451,0.23,0.603,-3.89,-0.741,Run
0.000534,0.139,0.0912,-0.941,0.831,Run
0.000902,0.142,0.0904,-0.869,0.772,Run
0.000355,0.145,0.219,-0.803,0.817,Run
0.000366,0.153,0.152,-0.512,0.692,Run
0.000366,0.144,0.105,-0.666,0.668,Run
0.0165,0.141,0.159,-3.05,-1.64,Run
0,nan,0,0,0,Run
0.0224,0.11,0.032,-2.62,-0.135,Run
0.00669,0.157,0.0418,-1.64,0.382,Run
0.00501,0.106,0.0568,-1.98,-1.87,Run
0.00474,0.0982,0.0202,-0.117,-1.08,Run
0.0106,0.09,0.00367,1.68,-2.36,Run
0.000779,0.118,0.111,-0.863,0.481,Run
0.00409,0.114,0.072,-1.65,-2.03,Run
0.0045,0.148,0.0083,-0.817,-3.11,Run
0.000579,0.156,0.0606,-1.69,-1.38,Run
0.00144,0.16,0.0326,-2.29,-1.11,Run
0.0058,0.156,0.0149,-0.978,-2,Run
0.000649,0.166,0.0486,-1.94,-1.74,Run
0.000242,0.174,0.0331,-2.35,-0.852,Run
0.000389,0.153,0.0331,-2.04,-1.43,Run
0,nan,0,0,0,Run
0.00107,0.238,0.453,-1.29,-1.21,Run
0.0015,0.236,0.416,-1.34,-1.25,Run
0.00157,0.236,0.424,-1.42,-1.31,Run
0.00146,0.236,0.429,-1.28,-1.21,Run
0.00134,0.235,0.437,-1.42,-1.27,Run
0.00492,0.122,0.00233,3.87,-0.472,Run
0.00607,0.118,0.00278,3.84,-0.65,Run
0.0051,0.127,0.00232,3.85,-0.465,Run
0.00568,0.119,0.00285,3.83,-0.686,Run
0.00502,0.121,0.00234,3.87,-0.476,Run
0.00591,0.122,0.00278,3.85,-0.649,Run
0.00505,0.131,0.00234,3.83,-0.45,Run
0.00563,0.12,0.00286,3.82,-0.687,Run
0.00231,0.12,0.093,-1.09,-0.335,Run
0.00198,0.112,0.0904,-1.06,-0.178,Run
0.00196,0.121,0.108,-1.08,-0.118,Run
0.00557,0.172,0.0537,0.284,-0.638,Run
0.019,0.18,0.0496,1.17,-0.494,Run
0.00631,0.169,0.0611,0.437,-0.94,Run
0.00719,0.171,0.0829,-0.0982,-0.894,Run
0.00345,0.184,0.143,0.833,-0.334,Run
0.000923,0.164,0.0837,0.403,-0.478,Run
0.000466,0.16,0.0959,-0.606,-0.548,Run
0.0097,0.168,0.0537,0.854,-0.755,Run
0.022,0.172,0.011,0.652,-1.34,Run
0.0188,0.162,0.0156,0.282,-1.19,Run
0.00696,0.17,0.0166,0.666,-1.29,Run
0.000407,0.182,0.238,0.801,-0.889,Run
0.000778,0.174,0.112,0.522,-0.695,Run
0.0128,0.157,0.0752,0.422,-0.502,Run
0.00445,0.162,0.0858,-0.578,-0.639,Run
0.0282,0.165,0.0497,0.611,-1.07,Run
0.0418,0.137,0.0566,0.682,-0.391,Run
0.0288,0.155,0.0659,1.18,-0.416,Run
0.000544,0.178,0.096,0.285,-0.24,Run
0.0019,0.17,0.141,0.331,-0.514,Run
0.00527,0.15,0.0589,-0.249,-0.104,Run
0.000378,0.174,0.195,-0.0575,0.134,Run
0.0163,0.172,0.0503,0.905,-0.42,Run
0,nan,0,0,0,Run
0.000831,0.11,0.0722,-0.877,-0.875,Run
0.000849,0.226,0.354,0.843,0.33,Run
0.00466,0.23,0.342,0.947,0.332,Run
0.000261,0.186,0.2,-1.39,-0.561,Run
0.000419,0.114,0.121,-2.18,0.558,Run
0.000981,0.1,0.109,-2.75,0.814,Run
0.00503,0.182,0.0379,-0.913,-2.43,Run
0.00246,0.199,0.0885,0.679,-0.564,Run
0.00606,0.173,0.0421,-1.46,-1.07,Run
0.017,0.192,0.0382,-1.86,-1.51,Run
0.00302,0.157,0.0361,-2.29,3.52,Run
0.00126,0.157,0.0475,-2.32,3.37,Run
0.00121,0.186,0.0437,-0.449,3.26,Run
0.00487,0.168,0.0238,1.41,0.925,Run
0.0102,0.113,0.00641,2.06,1.35,Run
0.0121,0.129,0.01,1.7,1.07,Run
0.00838,0.179,0.00789,2.08,1.21,Run
0.00778,0.116,0.00817,2.02,0.83,Run
0.00728,0.118,0.00902,1.97,0.971,Run
0.00427,0.115,0.0185,1.45,0.555,Run
0.00487,0.106,0.0173,1.29,1.21,Run
0.00634,0.131,0.081,0.541,-1.89,Run
0.00445,0.13,0.0747,0.341,-1.95,Run
0.00542,0.129,0.0792,0.0984,-2.03,Run
0.00442,0.245,0.652,-5.36,-1.43,Run
0.0047,0.227,0.641,-3.51,-0.0269,Run
0.000624,0.218,0.331,0.633,1.11,Run
0.00543,0.204,0.159,0.295,0.413,Run
0.00924,0.195,0.0354,-1.76,-0.964,Run
0.00609,0.226,0.0296,-1.41,-0.982,Run
0.00341,0.191,0.0476,-1.99,-1.23,Run
0.00824,0.218,0.0812,-0.311,-0.015,Run
0.00442,0.245,0.652,-5.36,-1.43,Run
0.0047,0.227,0.641,-3.51,-0.0269,Run
0.00621,0.128,0.0694,-6.39,-2.53,Run
0.00514,0.122,0.0719,-7.18,-3.19,Run
0.000253,0.134,0.137,1.29,0.758,Run
0.000847,0.134,0.108,2.46,1.17,Run
0.00302,0.157,0.0361,-2.29,3.52,Run
0.00126,0.157,0.0475,-2.32,3.37,Run
0.00121,0.186,0.0437,-0.449,3.26,Run
0.00487,0.168,0.0238,1.41,0.925,Run
0.0102,0.113,0.00641,2.06,1.35,Run
0.0121,0.129,0.01,1.7,1.07,Run
0.00838,0.179,0.00789,2.08,1.21,Run
0.00778,0.116,0.00817,2.02,0.83,Run
0.00728,0.118,0.00902,1.97,0.971,Run
0.00427,0.115,0.0185,1.45,0.555,Run
0.00487,0.106,0.0173,1.29,1.21,Run
0.000868,0.188,0.137,-3.62,-0.95,Walk
0.000878,0.203,0.178,-4.12,-0.601,Walk
0.00058,0.198,0.194,-5.08,-1.17,Walk
0.00147,0.195,0.154,-5.03,-1.01,Walk
0.00048,0.179,0.132,-4.77,-0.412,Walk
0.00152,0.191,0.139,-3.78,0.146,Walk
0.000308,0.196,0.17,-3.86,-0.119,Walk
0.00103,0.194,0.146,-4.62,-0.322,Walk
0.000582,0.17,0.158,-4.34,-0.306,Walk
0.00108,0.21,0.395,-5.12,-1.01,Walk
0.000585,0.215,0.112,-1.74,-0.864,Walk
0.00122,0.186,0.0554,-2.16,-0.896,Walk
0.000968,0.188,0.0794,-1.82,-1.01,Walk
0.0202,0.202,0.00371,2.14,-0.179,Walk
0.0202,0.213,0.00557,1.8,-0.0541,Walk
0.0124,0.224,0.00291,1.46,0.0647,Walk
0.0154,0.226,0.00156,1.42,0.185,Walk
0.0139,0.231,0.00238,1.8,-0.0575,Walk
0.013,0.21,0.00236,1.61,0.232,Walk
0.0318,0.209,0.00146,1.69,0.211,Walk
0.0357,0.214,0.00219,1.7,0.271,Walk
0.0109,0.216,0.00288,1.82,0.0897,Walk
0.0123,0.214,0.00218,2.39,0.139,Walk
0.019,0.209,0.002,2.39,0.132,Walk
0.0206,0.232,0.00127,1.58,0.112,Walk
0.0233,0.222,0.00224,1.84,0.183,Walk
0.038,0.213,0.000494,2.21,0.341,Walk
0.0124,0.215,0.0032,2.03,0.0903,Walk
0.0338,0.219,0.00223,2.01,0.148,Walk
0.00839,0.224,0.00418,1.56,0.254,Walk
0.0099,0.221,0.00244,2.01,0.244,Walk
0.000566,0.158,0.069,-0.494,-0.0776,Walk
0.00204,0.177,0.0756,-0.471,-0.17,Walk
0.000597,0.262,0.0761,1.54,-1.04,Walk
0.00419,0.263,0.00753,1.69,-1.27,Walk
0.00188,0.239,0.0706,1.7,-1.21,Walk
0.00132,0.247,0.0772,1.32,-0.915,Walk
0.000441,0.141,0.0626,-4.37,-1.61,Walk
0.000563,0.174,0.0561,-4.31,-1.89,Walk
0.000382,0.184,0.133,-3.91,-1.55,Walk
0.0162,0.201,0.00164,2.57,1.74,Walk
0.00379,0.204,0.00179,2.83,1.36,Walk
0.00787,0.2,0.00195,2.59,1.39,Walk
0.00163,0.162,0.00961,0.78,-0.821,Walk
0.0191,0.197,0.00675,1.12,-0.791,Walk
0.000316,0.159,0.0143,0.745,-0.508,Walk
0.00105,0.166,0.0222,0.718,-0.693,Walk
0.000845,0.164,0.02,0.602,-0.662,Walk
0.0393,0.129,0.000689,3.44,0.671,Walk
0.0127,0.11,0.00106,4.75,0.253,Walk
0.0143,0.119,0.000916,4.49,0.366,Walk
0.00958,0.139,0.0866,0.143,0.679,Walk
0.000372,0.114,0.0628,0.841,-0.00603,Walk
0.000326,0.181,0.112,1.08,0.0256,Walk
0.000447,0.235,0.0626,1.03,-0.186,Walk
0.00113,0.195,0.00945,1.24,-0.305,Walk
0.00218,0.199,0.00399,0.957,-1.64,Walk
0.00112,0.28,0.651,-1.55,-0.62,Walk
0.000683,0.271,0.471,-1.84,-0.124,Walk
0.000379,0.238,0.104,-2.02,-0.091,Walk
0.000891,0.248,0.067,-0.415,0.264,Walk
0.000272,0.248,0.0666,-1.16,-0.621,Walk
0.0012,0.245,0.377,-2.19,-0.0449,Walk
0.00136,0.186,0.0889,-2,-0.412,Walk
0.00267,0.208,0.184,-1.49,0.423,Walk
0.00166,0.261,0.0457,-1.63,-0.0956,Walk
0.00183,0.235,0.163,-1.79,0.259,Walk
0.00107,0.255,0.682,-2.06,-0.261,Walk
0.0467,0.126,0.00101,3.57,1.21,Walk
0.0318,0.157,0.0011,3.66,1.49,Walk
0.0392,0.125,0.00103,3.59,1.49,Walk
0.00107,0.129,0.0331,-2.46,-1.33,Walk
0.0015,0.155,0.0313,-2.45,-1.2,Walk
0.0015,0.132,0.0233,-2.63,-1.13,Walk
0.000617,0.235,0.0284,-0.932,0.423,Walk
0.000241,0.236,0.0569,-0.72,0.56,Walk
0.000599,0.254,0.0174,-0.983,0.882,Walk
0.00044,0.266,0.0425,-0.647,0.84,Walk
0.000549,0.26,0.0308,-0.724,0.823,Walk
0.00124,0.28,0.018,-0.513,0.931,Walk
0.000238,0.271,0.0578,-0.168,0.601,Walk
0.00049,0.269,0.0394,-0.69,0.919,Walk
0.000738,0.282,0.0306,-0.609,0.658,Walk
0.000732,0.271,0.0279,-0.529,0.873,Walk
0.00066,0.187,0.0245,-1.55,-0.631,Walk
0.000758,0.218,0.0345,-1.06,-0.289,Walk
0.0011,0.221,0.0335,-1.17,-0.048,Walk
0.000915,0.208,0.0337,-1.04,-0.876,Walk
0.000912,0.229,0.0304,-1.01,-0.406,Walk
0.000876,0.14,0.0175,-2.31,-0.982,Walk
0.00118,0.15,0.0237,-2.27,-0.916,Walk
0.00187,0.158,0.0192,-2.31,-0.9,Walk
0.000687,0.24,0.301,0.828,0.065,Walk
0.000135,0.232,0.183,0.462,0.165,Walk
0.000721,0.232,0.145,0.544,0.126,Walk
0.000166,0.223,0.304,1.33,-0.477,Walk
0.000608,0.217,0.305,0.81,-0.266,Walk
0.000344,0.223,0.271,1.09,-0.403,Walk
0.000405,0.219,0.0957,0.845,-1.44,Walk
0.000374,0.215,0.233,0.58,0.189,Walk
0.000435,0.217,0.268,0.882,0.0083,Walk
0.000612,0.213,0.217,0.646,0.0889,Walk
0.000435,0.111,0.0863,-5.2,-0.649,Walk
0.000315,0.106,0.0879,-5.33,-0.361,Walk
0.000589,0.123,0.0643,-5.15,-0.16,Walk
0.00542,0.197,0.00441,2.75,-0.0641,Walk
0.00353,0.233,0.00722,2.78,-0.302,Walk
0.000717,0.2,0.0997,2.75,-0.83,Walk
0.00239,0.193,0.015,2.5,-0.522,Walk
0.0128,0.175,0.00562,2.47,0.327,Walk
0.00567,0.174,0.018,2.57,0.551,Walk
0.00606,0.172,0.0645,2.27,0.465,Walk
0.00747,0.184,0.0134,2.21,0.262,Walk
0.00606,0.152,0.0612,1.43,-0.0329,Walk
0.000466,0.176,0.0252,-2.12,-0.422,Walk
0.000272,0.172,0.0326,-2.69,-0.54,Walk
0.00075,0.166,0.0315,-3.05,-0.856,Walk
0.000935,0.152,0.0339,-3.21,-1.77,Walk
0.00138,0.141,0.0335,-2.8,-1.5,Walk
0.00166,0.138,0.0332,-2.75,-1.29,Walk
0.00171,0.134,0.035,-2.67,-1.54,Walk
0.00123,0.146,0.0334,-3.01,-1.4,Walk
0.00133,0.139,0.0341,-3.31,-1.84,Walk
0.000859,0.142,0.0341,-3.06,-1.21,Walk
0.000572,0.238,0.0547,-2.65,-1.07,Walk
0.000923,0.206,0.04,-2.9,-1.34,Walk
0.00102,0.234,0.153,-1.6,-2.18,Walk
0.000554,0.233,0.312,-1.86,-1.27,Walk
0.00138,0.236,0.224,-1.8,-1.83,Walk
0.00145,0.223,0.0433,-1.82,-1.86,Walk
0.000606,0.202,0.0711,-1.74,-2.04,Walk
0.000746,0.236,0.241,-1.8,-1.37,Walk
0.000555,0.155,0.0609,-1.82,-0.868,Walk
0.00103,0.158,0.0631,-2.21,-1.57,Walk
0.00166,0.0932,0.0145,0.214,-0.0902,Walk
0.00574,0.0972,0.0145,-0.355,-0.0872,Walk
0.00328,0.118,0.0189,-1.33,-0.11,Walk
0.00142,0.123,0.0259,-1.73,0.256,Walk
0.00312,0.134,0.0155,-0.06,-0.088,Walk
0.00555,0.0978,0.0146,-0.533,-0.0465,Walk
0.00302,0.119,0.0195,-1.35,-0.14,Walk
0.0016,0.123,0.0259,-1.62,-0.00245,Walk
0.00033,0.162,0.0336,-0.86,0.523,Walk
0.00057,0.172,0.0532,0.199,0.424,Walk
0.000593,0.156,0.0506,0.366,0.0472,Walk
0.00069,0.167,0.05,0.181,0.0652,Walk
0.000388,0.159,0.0497,-0.0829,0.329,Walk
0.000563,0.146,0.0561,-0.294,0.532,Walk
0.000406,0.174,0.0614,-0.174,0.305,Walk
0.000559,0.16,0.0499,0.0434,0.245,Walk
0.000641,0.162,0.0503,0.452,-0.0833,Walk
0.000563,0.161,0.0491,-0.137,0.264,Walk
0.000397,0.157,0.0519,-0.0354,0.39,Walk
0.000446,0.149,0.0623,-0.322,0.503,Walk
0.000548,0.176,0.0554,-0.055,0.216,Walk
0.00068,0.157,0.0499,0.217,0.166,Walk
0.000575,0.168,0.051,0.381,0.0147,Walk
0.000477,0.159,0.0489,-0.197,0.317,Walk
0.000441,0.155,0.0512,-0.225,0.529,Walk
0.000329,0.16,0.0881,-0.24,0.364,Walk
0.000664,0.163,0.0492,0.0194,0.242,Walk
0.000647,0.159,0.0507,0.429,-0.0166,Walk
0.000464,0.167,0.0491,0.104,0.196,Walk
0.000437,0.155,0.0518,-0.155,0.338,Walk
0.00047,0.146,0.0604,-0.291,0.536,Walk
