ZCR,Energy,Spectral_centroid,Spectral_spread,Spectral_rollof,MFCC1,MFCC2,MFCC3,MFCC5,MFCC6,MFCC7,Chroma_vector11,Class
0.0866,0.000536,0.125,0.166,0.0502,-25.3,-0.00728,0.265,-0.502,-0.346,-0.351,0.000397,Walk
0.0714,0.00055,0.119,0.159,0.0512,-25.3,0.399,0.00673,-0.578,-0.486,-0.276,0.000565,Walk
0.0773,0.000679,0.119,0.166,0.0499,-25.1,0.184,0.0976,-0.562,-0.365,-0.294,0.000596,Walk
0.0901,0.00046,0.113,0.154,0.0506,-26,-0.157,0.335,-0.639,-0.325,-0.354,0.00245,Walk
0.0794,0.000494,0.11,0.147,0.0567,-26.1,-0.283,0.526,-0.569,-0.401,-0.313,0.00263,Walk
0.0935,0.000394,0.135,0.172,0.0621,-25.6,-0.11,0.272,-0.374,-0.358,-0.318,0.00154,Walk
0.0782,0.000543,0.12,0.161,0.0509,-25.6,0.0859,0.29,-0.529,-0.352,-0.307,0.000747,Walk
0.0682,0.000648,0.115,0.16,0.0503,-24.9,0.518,-0.0862,-0.548,-0.487,-0.283,0.000485,Walk
0.0816,0.000559,0.115,0.164,0.0487,-25.6,-0.145,0.348,-0.587,-0.261,-0.288,0.0015,Walk
0.0904,0.000373,0.118,0.157,0.0525,-26.3,0.0175,0.381,-0.496,-0.413,-0.328,0.00235,Walk
0.0845,0.000455,0.114,0.152,0.0627,-26,-0.28,0.517,-0.489,-0.354,-0.305,0.00196,Walk
0.0884,0.000569,0.133,0.171,0.0529,-25.1,-0.0497,0.291,-0.458,-0.353,-0.302,0.00017,Walk
0.0735,0.00068,0.114,0.157,0.0503,-25.2,0.357,0.117,-0.506,-0.421,-0.239,0.000329,Walk
0.0748,0.000587,0.124,0.17,0.0502,-25.1,0.346,0.0455,-0.512,-0.406,-0.302,0.000673,Walk
0.0897,0.000448,0.114,0.159,0.0494,-25.9,-0.184,0.312,-0.629,-0.265,-0.297,0.00309,Walk
0.0816,0.000529,0.108,0.145,0.0554,-26.1,-0.271,0.576,-0.574,-0.402,-0.3,0.00114,Walk
0.0927,0.000402,0.136,0.172,0.0631,-25.6,-0.0955,0.369,-0.334,-0.343,-0.281,0.00175,Walk
0.0818,0.000685,0.119,0.163,0.0493,-25.1,0.0817,0.305,-0.477,-0.365,-0.316,0.000645,Walk
0.0678,0.000634,0.116,0.159,0.0505,-25.1,0.425,-0.0416,-0.571,-0.459,-0.289,0.000625,Walk
0.0811,0.00058,0.113,0.16,0.0492,-25.5,-0.0639,0.272,-0.633,-0.265,-0.299,0.000839,Walk
0.0887,0.00041,0.118,0.156,0.0525,-26.2,0.0469,0.458,-0.481,-0.407,-0.335,0.0038,Walk
0.0816,0.000461,0.111,0.149,0.0618,-26,-0.287,0.504,-0.504,-0.373,-0.342,0.00128,Walk
0.0879,0.000545,0.14,0.176,0.0552,-25,-0.12,0.204,-0.441,-0.392,-0.33,0.000813,Walk
0.0767,0.000663,0.117,0.158,0.05,-25.3,0.144,0.141,-0.593,-0.431,-0.311,0.000777,Walk
0.0716,0.00064,0.122,0.167,0.0509,-25,0.492,-0.0677,-0.535,-0.449,-0.315,0.000611,Walk
0.087,0.000518,0.112,0.159,0.0485,-25.7,-0.242,0.362,-0.6,-0.302,-0.301,0.00172,Walk
0.084,0.000428,0.108,0.15,0.0511,-26.3,-0.164,0.531,-0.567,-0.376,-0.34,0.0013,Walk
0.0891,0.000352,0.128,0.16,0.086,-26.2,-0.256,0.439,-0.384,-0.369,-0.274,0.00142,Walk
0.0845,0.000625,0.119,0.166,0.0489,-25.2,0.0269,0.214,-0.528,-0.347,-0.358,0.000369,Walk
0.0696,0.000618,0.119,0.16,0.0506,-25.1,0.372,-0.0128,-0.595,-0.5,-0.286,0.000664,Walk
0.078,0.000525,0.118,0.163,0.0501,-25.6,0.136,0.161,-0.518,-0.337,-0.289,0.000796,Walk
0.0903,0.000504,0.115,0.155,0.0513,-25.9,-0.153,0.319,-0.631,-0.353,-0.347,0.00261,Walk
0.0807,0.000433,0.11,0.149,0.0597,-26.1,-0.239,0.529,-0.537,-0.398,-0.323,0.00173,Walk
0.0943,0.000413,0.136,0.173,0.057,-25.6,-0.144,0.259,-0.35,-0.354,-0.29,0.000363,Walk
0.0779,0.000631,0.117,0.158,0.0504,-25.4,0.108,0.234,-0.606,-0.418,-0.324,0.000454,Walk
0.0701,0.000638,0.121,0.166,0.051,-25.1,0.41,-0.0812,-0.572,-0.464,-0.317,0.000641,Walk
0.0826,0.000467,0.112,0.16,0.0478,-25.9,-0.198,0.361,-0.61,-0.299,-0.301,0.00167,Walk
0.0898,0.000471,0.114,0.155,0.0506,-25.9,-0.185,0.467,-0.562,-0.381,-0.358,0.000597,Walk
0.085,0.000421,0.121,0.159,0.0669,-26.2,-0.226,0.421,-0.425,-0.413,-0.312,0.00395,Walk
0.0848,0.000597,0.127,0.168,0.0505,-25.2,-0.0308,0.254,-0.486,-0.346,-0.371,0.000476,Walk
0.0717,0.000577,0.119,0.16,0.0512,-25.2,0.365,0.00906,-0.602,-0.486,-0.284,0.000567,Walk
0.0753,0.000656,0.12,0.167,0.0501,-25.1,0.188,0.0939,-0.564,-0.365,-0.306,0.000507,Walk
0.09,0.000434,0.114,0.155,0.0506,-26.1,-0.143,0.334,-0.632,-0.319,-0.319,0.00256,Walk
0.0799,0.000473,0.111,0.148,0.0566,-26.1,-0.282,0.512,-0.582,-0.424,-0.34,0.00272,Walk
0.0919,0.000439,0.132,0.17,0.0602,-25.6,-0.15,0.279,-0.388,-0.362,-0.317,0.00156,Walk
0.0794,0.000535,0.121,0.161,0.0512,-25.5,0.0613,0.244,-0.565,-0.381,-0.312,0.000633,Walk
0.0685,0.000722,0.114,0.16,0.0498,-24.8,0.43,-0.102,-0.596,-0.514,-0.32,0.000399,Walk
0.0832,0.000521,0.117,0.164,0.0482,-25.7,-0.142,0.28,-0.608,-0.274,-0.295,0.00176,Walk
0.0874,0.000413,0.116,0.155,0.0518,-26.3,-0.00946,0.398,-0.501,-0.423,-0.324,0.00194,Walk
0.0847,0.000452,0.114,0.152,0.0626,-26,-0.282,0.519,-0.49,-0.341,-0.31,0.0017,Walk
0.0871,0.000581,0.133,0.172,0.0528,-25,-0.107,0.285,-0.495,-0.339,-0.288,0.00019,Walk
0.0724,0.0006,0.116,0.158,0.0504,-25.3,0.36,0.111,-0.515,-0.445,-0.25,0.000568,Walk
0.074,0.000612,0.122,0.168,0.0507,-25.1,0.345,0.0534,-0.496,-0.408,-0.293,0.000789,Walk
0.0891,0.000467,0.113,0.157,0.0496,-25.9,-0.145,0.344,-0.611,-0.268,-0.295,0.00347,Walk
0.0825,0.000486,0.109,0.153,0.0502,-26.2,-0.216,0.534,-0.587,-0.394,-0.343,0.00103,Walk
0.0912,0.000297,0.132,0.162,0.0957,-26.2,-0.217,0.333,-0.372,-0.373,-0.28,0.0017,Walk
0.0829,0.00068,0.119,0.163,0.0496,-25.1,0.0457,0.278,-0.5,-0.376,-0.305,0.00027,Walk
0.0668,0.000615,0.116,0.158,0.0501,-25.1,0.426,-0.0153,-0.577,-0.463,-0.282,0.000409,Walk
0.0813,0.000484,0.121,0.168,0.0499,-25.8,0.0707,0.218,-0.513,-0.376,-0.315,0.000796,Walk
0.0896,0.000456,0.116,0.157,0.0508,-26,-0.134,0.353,-0.664,-0.359,-0.369,0.00395,Walk
0.0826,0.000439,0.109,0.146,0.0621,-26.1,-0.271,0.522,-0.521,-0.381,-0.333,0.00137,Walk
0.0901,0.000559,0.14,0.177,0.0539,-25,-0.148,0.245,-0.451,-0.374,-0.334,0.000771,Walk
0.0764,0.000672,0.117,0.158,0.05,-25.3,0.174,0.201,-0.553,-0.395,-0.273,0.000703,Walk
0.0722,0.000583,0.123,0.169,0.051,-25.1,0.486,-0.0587,-0.533,-0.447,-0.32,0.000552,Walk
0.0849,0.000497,0.111,0.158,0.0482,-25.8,-0.221,0.361,-0.592,-0.296,-0.304,0.00164,Walk
0.0871,0.000437,0.11,0.152,0.0512,-26.3,-0.214,0.482,-0.593,-0.408,-0.364,0.000922,Walk
0.0865,0.000383,0.128,0.161,0.0792,-26,-0.216,0.466,-0.36,-0.376,-0.282,0.00203,Walk
0.0851,0.0006,0.12,0.166,0.0493,-25.3,0.0497,0.203,-0.492,-0.328,-0.348,0.000371,Walk
0.07,0.000612,0.12,0.161,0.0506,-25.1,0.382,-0.00263,-0.604,-0.507,-0.295,0.00059,Walk
0.0768,0.000507,0.117,0.164,0.0495,-25.6,0.13,0.161,-0.522,-0.313,-0.259,0.000726,Walk
0.09,0.000435,0.115,0.155,0.0518,-26.2,-0.119,0.364,-0.62,-0.351,-0.355,0.00236,Walk
0.0793,0.000431,0.109,0.147,0.0598,-26.1,-0.25,0.505,-0.562,-0.41,-0.331,0.00197,Walk
0.0939,0.000415,0.136,0.174,0.0573,-25.6,-0.148,0.251,-0.377,-0.353,-0.291,0.000417,Walk
0.0751,0.000626,0.117,0.157,0.0508,-25.4,0.105,0.247,-0.58,-0.404,-0.33,0.000557,Walk
0.0696,0.000615,0.12,0.164,0.0511,-25.1,0.45,-0.0734,-0.551,-0.462,-0.293,0.000735,Walk
0.0829,0.000499,0.112,0.16,0.048,-25.7,-0.164,0.381,-0.579,-0.267,-0.293,0.00117,Walk
0.0895,0.000449,0.113,0.155,0.0508,-25.9,-0.175,0.461,-0.56,-0.388,-0.37,0.000677,Walk
0.0851,0.000424,0.117,0.155,0.0655,-26.1,-0.209,0.462,-0.417,-0.385,-0.306,0.004,Walk
0.088,0.000552,0.134,0.171,0.0531,-25.2,-0.0163,0.237,-0.495,-0.331,-0.345,0.000298,Walk
0.0724,0.000616,0.116,0.158,0.0502,-25.2,0.349,0.0426,-0.576,-0.478,-0.282,0.000455,Walk
0.076,0.000641,0.122,0.167,0.0502,-25.1,0.203,0.0821,-0.543,-0.37,-0.295,0.000534,Walk
0.0899,0.00044,0.112,0.154,0.0504,-26.1,-0.134,0.343,-0.606,-0.301,-0.327,0.00262,Walk
0.0802,0.000484,0.111,0.148,0.0569,-26,-0.229,0.553,-0.529,-0.382,-0.286,0.00243,Walk
0.0928,0.000387,0.136,0.173,0.0623,-25.6,-0.124,0.285,-0.36,-0.352,-0.294,0.00198,Walk
0.0812,0.000587,0.12,0.159,0.0509,-25.5,0.0255,0.272,-0.554,-0.379,-0.338,0.0007,Walk
0.0679,0.000682,0.114,0.16,0.0502,-24.9,0.452,-0.0729,-0.566,-0.488,-0.311,0.00048,Walk
0.0827,0.000504,0.116,0.164,0.0485,-25.7,-0.112,0.299,-0.59,-0.262,-0.316,0.0017,Walk
0.0885,0.000418,0.116,0.155,0.052,-26.2,-0.0396,0.379,-0.5,-0.452,-0.349,0.00192,Walk
0.0828,0.000466,0.112,0.15,0.0621,-26,-0.302,0.502,-0.518,-0.367,-0.326,0.00155,Walk
0.0886,0.000578,0.135,0.172,0.0537,-25.1,-0.0598,0.277,-0.444,-0.361,-0.295,0.000383,Walk
0.072,0.000622,0.115,0.157,0.05,-25.3,0.253,0.109,-0.615,-0.44,-0.289,0.000735,Walk
0.0731,0.000599,0.121,0.166,0.0506,-25.1,0.292,0.000937,-0.556,-0.435,-0.327,0.000863,Walk
0.0883,0.000465,0.114,0.159,0.0495,-25.9,-0.156,0.342,-0.624,-0.26,-0.301,0.00398,Walk
0.0827,0.000439,0.111,0.155,0.0511,-26.2,-0.235,0.503,-0.611,-0.4,-0.359,0.0012,Walk
0.0901,0.000327,0.126,0.158,0.0876,-26.3,-0.24,0.368,-0.373,-0.37,-0.276,0.0014,Walk
0.0847,0.000696,0.117,0.163,0.0492,-25.1,0.0755,0.273,-0.503,-0.362,-0.35,0.000259,Walk
0.0661,0.000635,0.118,0.158,0.051,-25.1,0.349,-0.0469,-0.61,-0.497,-0.296,0.000398,Walk
0.0815,0.000461,0.12,0.167,0.0495,-25.8,0.103,0.219,-0.508,-0.349,-0.286,0.000811,Walk
0.0889,0.000467,0.115,0.155,0.0512,-26,-0.161,0.378,-0.65,-0.347,-0.356,0.00383,Walk
0.0814,0.000453,0.108,0.145,0.0625,-26.1,-0.261,0.529,-0.51,-0.369,-0.319,0.00121,Walk
0.0912,0.000526,0.14,0.178,0.0541,-25.1,-0.083,0.299,-0.387,-0.333,-0.298,0.000507,Walk
0.0786,0.000602,0.118,0.159,0.0502,-25.4,0.261,0.252,-0.507,-0.356,-0.24,0.000574,Walk
0.0709,0.000641,0.122,0.166,0.0506,-25.1,0.455,-0.0572,-0.55,-0.444,-0.304,0.000481,Walk
0.0861,0.000486,0.112,0.159,0.0482,-25.8,-0.217,0.375,-0.611,-0.295,-0.312,0.00161,Walk
0.0877,0.000436,0.114,0.156,0.0511,-26,-0.196,0.474,-0.617,-0.393,-0.334,0.000779,Walk
0.086,0.000441,0.123,0.157,0.0698,-26.1,-0.246,0.471,-0.4,-0.393,-0.273,0.00208,Walk
0.087,0.00068,0.121,0.166,0.049,-25,0.0829,0.244,-0.464,-0.293,-0.304,0.000351,Walk
0.0702,0.000548,0.12,0.16,0.0512,-25.2,0.445,0.054,-0.556,-0.441,-0.262,0.000687,Walk
0.0786,0.000508,0.119,0.165,0.0501,-25.6,0.139,0.143,-0.536,-0.339,-0.269,0.000556,Walk
0.0897,0.000419,0.115,0.157,0.0509,-26,-0.0614,0.368,-0.589,-0.274,-0.308,0.00326,Walk
0.0787,0.000485,0.111,0.148,0.0594,-26,-0.257,0.535,-0.562,-0.401,-0.328,0.00165,Walk
0.0926,0.00041,0.135,0.173,0.0566,-25.5,-0.135,0.27,-0.36,-0.352,-0.292,0.000553,Walk
0.0774,0.00063,0.117,0.158,0.0509,-25.4,0.145,0.299,-0.537,-0.371,-0.292,0.000483,Walk
0.069,0.000629,0.123,0.169,0.0505,-24.9,0.51,-0.113,-0.554,-0.471,-0.277,0.000728,Walk
0.0836,0.000558,0.11,0.157,0.0487,-25.7,-0.227,0.377,-0.603,-0.268,-0.292,0.000811,Walk
0.0877,0.000438,0.114,0.155,0.051,-26,-0.159,0.495,-0.534,-0.353,-0.337,0.000955,Walk
0.0849,0.000417,0.115,0.152,0.0657,-26.2,-0.187,0.489,-0.427,-0.392,-0.293,0.0038,Walk
0.0861,0.000563,0.134,0.171,0.0535,-25.2,-0.00206,0.233,-0.492,-0.329,-0.33,0.00023,Walk
0.0716,0.000628,0.115,0.157,0.0503,-25.2,0.348,0.0495,-0.582,-0.468,-0.246,0.000344,Walk
0.0744,0.000664,0.124,0.169,0.0501,-25.1,0.185,0.0574,-0.574,-0.388,-0.333,0.000538,Walk
0.0902,0.000456,0.112,0.155,0.0505,-26,-0.145,0.335,-0.633,-0.305,-0.332,0.0029,Walk
0.0792,0.000495,0.11,0.148,0.0565,-26,-0.208,0.586,-0.513,-0.354,-0.272,0.00187,Walk
0.0931,0.000386,0.136,0.173,0.0622,-25.6,-0.124,0.293,-0.36,-0.357,-0.308,0.0021,Walk
0.0812,0.00059,0.12,0.161,0.051,-25.5,0.0302,0.263,-0.56,-0.39,-0.339,0.000763,Walk
0.0684,0.000699,0.114,0.16,0.0498,-24.9,0.453,-0.0744,-0.575,-0.507,-0.32,0.000615,Walk
0.0838,0.000516,0.115,0.162,0.0484,-25.7,-0.12,0.277,-0.601,-0.267,-0.334,0.00164,Walk
0.0902,0.000388,0.117,0.156,0.052,-26.3,0.0199,0.419,-0.474,-0.391,-0.316,0.00186,Walk
0.0833,0.000449,0.112,0.15,0.0629,-26,-0.301,0.494,-0.518,-0.368,-0.321,0.00141,Walk
0.0896,0.000563,0.142,0.177,0.0548,-24.9,-0.0387,0.239,-0.432,-0.345,-0.298,0.000493,Walk
0.0726,0.000749,0.114,0.155,0.05,-25.1,0.245,0.168,-0.565,-0.397,-0.267,0.000511,Walk
0.0738,0.000556,0.124,0.169,0.0511,-25.1,0.345,0.0051,-0.545,-0.428,-0.318,0.000691,Walk
0.0877,0.000484,0.113,0.158,0.0493,-25.8,-0.125,0.376,-0.594,-0.26,-0.267,0.00356,Walk
0.0828,0.000425,0.112,0.156,0.051,-26.2,-0.239,0.497,-0.611,-0.413,-0.367,0.0013,Walk
0.0903,0.000327,0.127,0.159,0.0876,-26.3,-0.246,0.358,-0.382,-0.392,-0.286,0.00132,Walk
0.0838,0.000672,0.117,0.163,0.0489,-25.2,0.0325,0.229,-0.517,-0.37,-0.382,0.000225,Walk
0.0667,0.000653,0.118,0.159,0.0506,-25,0.374,-0.0236,-0.604,-0.474,-0.281,0.000514,Walk
0.0797,0.000455,0.12,0.167,0.0492,-25.8,0.131,0.222,-0.512,-0.352,-0.281,0.000682,Walk
0.0881,0.000474,0.115,0.155,0.0516,-26,-0.172,0.349,-0.643,-0.366,-0.353,0.00414,Walk
0.0813,0.000436,0.109,0.145,0.0619,-26.1,-0.255,0.54,-0.508,-0.38,-0.324,0.00103,Walk
0.0917,0.000539,0.139,0.176,0.056,-25.1,-0.104,0.207,-0.43,-0.393,-0.309,0.000621,Walk
0.0767,0.000629,0.116,0.158,0.0499,-25.3,0.179,0.264,-0.536,-0.357,-0.289,0.000662,Walk
0.0703,0.000606,0.123,0.168,0.0511,-25.1,0.466,-0.06,-0.549,-0.442,-0.306,0.000453,Walk
0.0858,0.000516,0.111,0.158,0.0482,-25.7,-0.215,0.349,-0.599,-0.3,-0.313,0.00175,Walk
0.0881,0.000446,0.115,0.157,0.0512,-26,-0.209,0.465,-0.604,-0.39,-0.342,0.000765,Walk
0.0864,0.000438,0.12,0.156,0.0648,-26.1,-0.27,0.451,-0.407,-0.418,-0.322,0.00189,Walk
0.0888,0.000592,0.125,0.166,0.05,-25.3,0.0476,0.197,-0.51,-0.331,-0.333,0.000274,Walk
0.0707,0.000622,0.12,0.159,0.0508,-25.1,0.395,0.0414,-0.59,-0.478,-0.287,0.000742,Walk
0.0788,0.000625,0.121,0.167,0.0503,-25.2,0.21,0.0992,-0.541,-0.339,-0.286,0.000528,Walk
0.0904,0.000447,0.112,0.154,0.0503,-26.1,-0.148,0.367,-0.583,-0.306,-0.334,0.0026,Walk
0.0801,0.000489,0.11,0.147,0.0591,-26.1,-0.281,0.519,-0.567,-0.424,-0.343,0.00173,Walk
0.0944,0.000412,0.135,0.173,0.0569,-25.5,-0.168,0.263,-0.405,-0.374,-0.312,0.000617,Walk
0.078,0.000594,0.12,0.16,0.0505,-25.4,0.152,0.253,-0.545,-0.345,-0.294,0.000503,Walk
0.0689,0.000703,0.123,0.169,0.0504,-24.9,0.473,-0.0775,-0.56,-0.489,-0.292,0.000689,Walk
0.0846,0.000538,0.11,0.156,0.0486,-25.7,-0.245,0.334,-0.599,-0.277,-0.301,0.000889,Walk
0.0881,0.000435,0.114,0.155,0.051,-26,-0.149,0.458,-0.556,-0.411,-0.348,0.00091,Walk
0.0827,0.000421,0.115,0.151,0.064,-26.2,-0.213,0.497,-0.425,-0.38,-0.314,0.00366,Walk
0.086,0.000541,0.134,0.171,0.0533,-25.2,-0.0315,0.208,-0.53,-0.35,-0.359,0.000209,Walk
0.0719,0.000606,0.115,0.157,0.0507,-25.2,0.352,0.0485,-0.588,-0.452,-0.256,0.000274,Walk
0.0745,0.000683,0.124,0.17,0.0498,-25,0.168,0.0501,-0.57,-0.403,-0.327,0.000476,Walk
0.0904,0.000417,0.115,0.16,0.0498,-25.9,-0.108,0.308,-0.631,-0.284,-0.324,0.00386,Walk
0.0802,0.00052,0.11,0.145,0.0571,-26.1,-0.259,0.54,-0.551,-0.411,-0.321,0.00129,Walk
0.0929,0.000407,0.135,0.172,0.0615,-25.5,-0.142,0.351,-0.349,-0.323,-0.296,0.00241,Walk
0.0814,0.000605,0.12,0.16,0.051,-25.5,0.00936,0.271,-0.534,-0.394,-0.343,0.00104,Walk
0.0677,0.000611,0.116,0.162,0.0487,-25,0.499,-0.0959,-0.551,-0.496,-0.32,0.000792,Walk
0.0817,0.000562,0.114,0.161,0.0491,-25.6,-0.12,0.278,-0.616,-0.27,-0.313,0.00154,Walk
0.089,0.000419,0.116,0.156,0.0517,-26.2,0.0145,0.426,-0.492,-0.416,-0.33,0.0023,Walk
0.0826,0.000452,0.111,0.15,0.0617,-26,-0.28,0.543,-0.468,-0.325,-0.293,0.00143,Walk
0.0904,0.000543,0.143,0.177,0.0554,-25,-0.0449,0.206,-0.453,-0.368,-0.327,0.000688,Walk
0.074,0.000694,0.114,0.157,0.0502,-25.3,0.204,0.14,-0.582,-0.423,-0.276,0.000473,Walk
0.0735,0.000563,0.123,0.168,0.0508,-25.1,0.365,0.0251,-0.518,-0.422,-0.309,0.000545,Walk
0.0876,0.000492,0.112,0.159,0.0488,-25.8,-0.149,0.372,-0.593,-0.237,-0.258,0.00283,Walk
0.0847,0.000433,0.112,0.155,0.0513,-26.2,-0.216,0.521,-0.615,-0.404,-0.36,0.00139,Walk
0.0891,0.000323,0.127,0.159,0.087,-26.3,-0.215,0.395,-0.344,-0.357,-0.233,0.00152,Walk
0.0846,0.000684,0.117,0.163,0.049,-25.2,0.0303,0.243,-0.49,-0.364,-0.366,0.000294,Walk
0.0679,0.00067,0.117,0.159,0.0508,-25,0.375,-0.00703,-0.598,-0.48,-0.29,0.000652,Walk
0.0802,0.000453,0.12,0.168,0.0497,-25.8,0.106,0.185,-0.544,-0.36,-0.305,0.00065,Walk
0.0883,0.000423,0.116,0.156,0.0517,-26.2,-0.142,0.352,-0.657,-0.337,-0.345,0.00415,Walk
0.0821,0.000463,0.107,0.145,0.0608,-26.1,-0.295,0.54,-0.501,-0.395,-0.335,0.000985,Walk
0.0907,0.000522,0.142,0.178,0.0575,-25,-0.0742,0.186,-0.431,-0.367,-0.307,0.000718,Walk
0.077,0.000657,0.116,0.157,0.0504,-25.3,0.108,0.231,-0.58,-0.396,-0.322,0.000793,Walk
0.0715,0.000621,0.122,0.166,0.0513,-25.1,0.464,-0.0841,-0.558,-0.446,-0.306,0.000433,Walk
0.0827,0.000488,0.112,0.159,0.0482,-25.7,-0.203,0.365,-0.595,-0.275,-0.309,0.00226,Walk
0.0879,0.000437,0.115,0.156,0.0515,-26,-0.18,0.476,-0.587,-0.363,-0.318,0.000869,Walk
0.0851,0.00043,0.12,0.157,0.0672,-26.1,-0.195,0.456,-0.396,-0.388,-0.275,0.00193,Walk
0.0873,0.000525,0.124,0.166,0.0501,-25.3,-0.0321,0.235,-0.481,-0.33,-0.346,0.000204,Walk
0.0703,0.000657,0.119,0.16,0.0504,-25.1,0.394,0.0456,-0.569,-0.478,-0.287,0.000618,Walk
0.0773,0.000623,0.12,0.166,0.0502,-25.2,0.199,0.0952,-0.537,-0.352,-0.29,0.000638,Walk
0.0919,0.000483,0.112,0.154,0.0505,-26,-0.144,0.354,-0.603,-0.323,-0.329,0.00231,Walk
0.0777,0.000459,0.11,0.148,0.0565,-26.1,-0.229,0.566,-0.533,-0.383,-0.313,0.00219,Walk
0.0953,0.000392,0.136,0.173,0.0615,-25.7,-0.166,0.262,-0.4,-0.372,-0.312,0.000755,Walk
0.0785,0.000541,0.121,0.162,0.0504,-25.6,0.0873,0.248,-0.56,-0.37,-0.319,0.000541,Walk
0.068,0.000705,0.121,0.167,0.0501,-24.9,0.472,-0.0846,-0.562,-0.501,-0.299,0.000606,Walk
0.0833,0.000531,0.11,0.157,0.0486,-25.7,-0.209,0.332,-0.605,-0.273,-0.306,0.000974,Walk
0.089,0.000407,0.115,0.157,0.0513,-26.1,-0.14,0.45,-0.53,-0.39,-0.353,0.00105,Walk
0.0843,0.000422,0.116,0.154,0.0649,-26.1,-0.196,0.488,-0.412,-0.366,-0.325,0.00364,Walk
0.0868,0.000581,0.133,0.171,0.0529,-25.2,-0.055,0.24,-0.507,-0.363,-0.335,0.000147,Walk
0.0728,0.000604,0.115,0.156,0.0504,-25.3,0.348,0.0489,-0.602,-0.469,-0.27,0.000251,Walk
0.0752,0.000652,0.123,0.168,0.0504,-25.1,0.27,0.0934,-0.502,-0.393,-0.293,0.000609,Walk
0.0905,0.000405,0.114,0.159,0.0496,-26,-0.0883,0.351,-0.603,-0.268,-0.335,0.00376,Walk
0.0797,0.000525,0.109,0.145,0.0563,-26.1,-0.294,0.534,-0.587,-0.438,-0.324,0.00121,Walk
0.0916,0.000423,0.135,0.172,0.0622,-25.5,-0.16,0.303,-0.365,-0.365,-0.315,0.00224,Walk
0.0818,0.000587,0.116,0.159,0.0499,-25.5,0.0803,0.27,-0.525,-0.4,-0.346,0.00121,Walk
0.0671,0.000637,0.12,0.162,0.0502,-24.9,0.405,-0.105,-0.616,-0.493,-0.319,0.000811,Walk
0.0812,0.000583,0.116,0.164,0.0489,-25.5,-0.105,0.263,-0.632,-0.286,-0.317,0.00167,Walk
0.0896,0.000429,0.117,0.156,0.052,-26.2,-0.00804,0.393,-0.517,-0.429,-0.339,0.00258,Walk
0.0811,0.000459,0.111,0.149,0.0622,-26,-0.299,0.542,-0.496,-0.356,-0.314,0.00133,Walk
0.0879,0.000555,0.142,0.176,0.0559,-25,-0.0537,0.201,-0.471,-0.372,-0.325,0.000719,Walk
0.0743,0.000647,0.115,0.157,0.0501,-25.3,0.199,0.115,-0.616,-0.437,-0.31,0.000556,Walk
0.0734,0.00065,0.121,0.167,0.0506,-25,0.359,0.0272,-0.508,-0.417,-0.308,0.000653,Walk
0.088,0.000446,0.113,0.16,0.0483,-25.9,-0.155,0.331,-0.622,-0.28,-0.285,0.00265,Walk
0.0829,0.000448,0.111,0.154,0.0519,-26.2,-0.144,0.534,-0.556,-0.362,-0.326,0.00134,Walk
0.0899,0.000333,0.127,0.16,0.0867,-26.2,-0.278,0.381,-0.386,-0.375,-0.285,0.0017,Walk
0.0846,0.000658,0.117,0.164,0.0492,-25.2,0.0194,0.228,-0.497,-0.344,-0.353,0.000339,Walk
0.0679,0.000573,0.12,0.162,0.0505,-25.1,0.429,-0.0306,-0.584,-0.495,-0.291,0.000587,Walk
0.0797,0.000519,0.117,0.163,0.0495,-25.7,0.108,0.191,-0.535,-0.346,-0.275,0.000663,Walk
0.0888,0.000414,0.116,0.155,0.0518,-26.2,-0.127,0.359,-0.636,-0.348,-0.352,0.00415,Walk
0.0814,0.000468,0.108,0.146,0.0593,-26.1,-0.275,0.546,-0.507,-0.384,-0.322,0.000939,Walk
0.0921,0.00053,0.143,0.179,0.0579,-25,-0.0795,0.202,-0.415,-0.369,-0.3,0.000739,Walk
0.0779,0.000634,0.115,0.157,0.0505,-25.4,0.0994,0.243,-0.575,-0.395,-0.311,0.000882,Walk
0.07,0.000603,0.123,0.166,0.0511,-25.1,0.49,-0.112,-0.549,-0.476,-0.316,0.000513,Walk
0.0833,0.000513,0.112,0.16,0.0481,-25.7,-0.197,0.381,-0.574,-0.278,-0.297,0.00207,Walk
0.0888,0.000437,0.114,0.155,0.0515,-25.9,-0.135,0.532,-0.542,-0.333,-0.29,0.000717,Walk
0.0831,0.00042,0.12,0.156,0.0668,-26.1,-0.108,0.55,-0.33,-0.338,-0.235,0.00259,Walk
0.0863,0.000588,0.124,0.166,0.0498,-25.2,-0.0248,0.231,-0.519,-0.342,-0.357,0.000254,Walk
0.0709,0.000611,0.117,0.159,0.0503,-25.2,0.432,0.0633,-0.553,-0.465,-0.252,0.000471,Walk
0.0774,0.000644,0.122,0.168,0.0503,-25.1,0.193,0.104,-0.556,-0.341,-0.281,0.00073,Walk
0.0915,0.000444,0.111,0.153,0.0503,-26.2,-0.156,0.359,-0.598,-0.317,-0.327,0.00195,Walk
0.0769,0.000477,0.111,0.148,0.0581,-26.1,-0.253,0.541,-0.545,-0.401,-0.333,0.00256,Walk
0.0934,0.000408,0.134,0.172,0.0613,-25.6,-0.113,0.293,-0.386,-0.352,-0.291,0.000873,Walk
