ZCR,Energy,Spectral_centroid,Spectral_spread,Spectral_rollof,MFCC1,MFCC2,MFCC3,MFCC5,MFCC6,MFCC7,Chroma_vector11,Class
0.0301,0.0318,0.191,0.209,0.00146,-20.2,1.69,0.211,-0.122,0.269,0.0673,0.00232,Walk
0.0256,0.0357,0.174,0.214,0.00219,-19.5,1.7,0.271,-0.0543,0.326,0.234,0.00143,Walk
0.0308,0.0109,0.201,0.216,0.00288,-21.2,1.82,0.0897,0.0242,0.344,0.068,0.000823,Walk
0.0328,0.0123,0.222,0.214,0.00218,-21.8,2.39,0.139,0.0758,0.257,0.0329,0.00165,Walk
0.0188,0.019,0.179,0.209,0.002,-20.8,2.39,0.132,-0.296,0.0677,-0.0806,0.000954,Walk
0.0212,0.0206,0.202,0.232,0.00127,-20.8,1.58,0.112,-0.23,0.231,0.248,0.000803,Walk
0.0302,0.0233,0.183,0.222,0.00224,-19.9,1.84,0.183,-0.124,0.314,0.298,0.00133,Walk
0.019,0.038,0.16,0.213,0.000494,-20.8,2.21,0.341,0.152,0.403,0.082,0.00209,Walk
0.0314,0.0124,0.2,0.215,0.0032,-20.8,2.03,0.0903,0.0205,0.278,0.0611,0.00133,Walk
0.0268,0.0338,0.196,0.219,0.00223,-19.6,2.01,0.148,-0.15,0.313,0.0735,0.00177,Walk
0.0194,0.00839,0.172,0.224,0.00418,-20.9,1.56,0.254,-0.0283,0.271,0.185,0.00112,Walk
0.0256,0.0099,0.196,0.221,0.00244,-21.5,2.01,0.244,-0.00297,0.487,-0.161,0.00268,Walk
0.0535,0.000566,0.112,0.158,0.069,-24.7,-0.494,-0.0776,-0.871,-0.288,-0.2,0.0009,Walk
0.0547,0.00204,0.126,0.177,0.0756,-22.5,-0.471,-0.17,-0.73,-0.399,-0.184,0.000588,Walk
0.0789,0.000597,0.229,0.262,0.0761,-23.6,1.54,-1.04,0.386,0.211,-0.374,0.000987,Walk
0.051,0.00419,0.22,0.263,0.00753,-20.9,1.69,-1.27,0.346,0.026,-0.362,0.00476,Walk
0.0657,0.00188,0.199,0.239,0.0706,-22,1.7,-1.21,0.358,0.218,-0.216,0.00375,Walk
0.0751,0.00132,0.214,0.247,0.0772,-22,1.32,-0.915,0.324,0.0921,-0.0129,0.0016,Walk
0.0397,0.000441,0.1,0.141,0.0626,-28.5,-4.37,-1.61,0.00934,0.391,0.282,0.000173,Walk
0.0703,0.000563,0.13,0.174,0.0561,-27.6,-4.31,-1.89,-0.366,0.00328,0.348,0.000121,Walk
0.0698,0.000382,0.165,0.184,0.133,-27.5,-3.91,-1.55,-0.138,-0.0596,0.0689,0.000381,Walk
0.0158,0.0162,0.15,0.201,0.00164,-21.3,2.57,1.74,0.487,-0.16,0.205,0.00105,Walk
0.0176,0.00379,0.174,0.204,0.00179,-23.3,2.83,1.36,0.422,0.0401,0.164,0.000262,Walk
0.0197,0.00787,0.173,0.2,0.00195,-22.1,2.59,1.39,0.295,0.0208,0.0657,0.00321,Walk
0.0114,0.00163,0.0826,0.162,0.00961,-22.2,0.78,-0.821,0.527,0.262,0.0397,0.00294,Walk
0.0149,0.0191,0.106,0.197,0.00675,-18.6,1.12,-0.791,0.441,0.223,0.0411,0.00401,Walk
0.0117,0.000316,0.104,0.159,0.0143,-24.4,0.745,-0.508,0.197,0.433,-0.0529,0.000968,Walk
0.0122,0.00105,0.0909,0.166,0.0222,-23,0.718,-0.693,0.366,0.224,0.144,0.000579,Walk
0.0126,0.000845,0.0944,0.164,0.02,-23.2,0.602,-0.662,0.359,0.225,0.14,0.000691,Walk
0.00199,0.0393,0.0393,0.129,0.000689,-21.8,3.44,0.671,-0.234,0.41,0.258,0.0036,Walk
0.00203,0.0127,0.0415,0.11,0.00106,-23.6,4.75,0.253,0.232,-0.0228,0.0647,0.00064,Walk
0.00235,0.0143,0.0385,0.119,0.000916,-23.4,4.49,0.366,0.408,0.0649,-0.0782,0.00415,Walk
0.0137,0.00958,0.106,0.139,0.0866,-22.2,0.143,0.679,0.215,0.121,-0.101,0.00044,Walk
0.0204,0.000372,0.0697,0.114,0.0628,-24.6,0.841,-0.00603,0.301,0.0395,0.0352,0.000644,Walk
0.0445,0.000326,0.158,0.181,0.112,-25,1.08,0.0256,0.346,0.0903,-0.194,0.000429,Walk
0.0314,0.000447,0.195,0.235,0.0626,-23.8,1.03,-0.186,-0.0205,0.0806,0.313,0.00252,Walk
0.0502,0.00113,0.109,0.195,0.00945,-22.7,1.24,-0.305,-0.0757,1.17,-1.44,0.00112,Walk
0.074,0.00218,0.148,0.199,0.00399,-23.3,0.957,-1.64,0.714,1.05,-0.669,0.000612,Walk
0.19,0.00112,0.329,0.28,0.651,-24.3,-1.55,-0.62,-0.02,-0.148,-0.252,0.000226,Walk
0.202,0.000683,0.292,0.271,0.471,-26.2,-1.84,-0.124,0.0908,-0.00666,0.0729,0.000205,Walk
0.174,0.000379,0.213,0.238,0.104,-27.1,-2.02,-0.091,0.191,-0.155,-0.07,0.000206,Walk
0.156,0.000891,0.208,0.248,0.067,-23.4,-0.415,0.264,-0.16,0.00367,-0.352,0.000458,Walk
0.179,0.000272,0.206,0.248,0.0666,-25.1,-1.16,-0.621,-0.0734,-0.153,-0.456,0.000783,Walk
0.176,0.0012,0.248,0.245,0.377,-25.5,-2.19,-0.0449,0.101,-0.128,-0.186,0.000325,Walk
0.148,0.00136,0.153,0.186,0.0889,-24.4,-2,-0.412,-0.328,-0.0811,0.0728,0.000414,Walk
0.136,0.00267,0.21,0.208,0.184,-25,-1.49,0.423,-0.209,-0.0829,-0.346,5.81E-05,Walk
0.159,0.00166,0.231,0.261,0.0457,-25.2,-1.63,-0.0956,-0.0276,-0.195,-0.597,0.000107,Walk
0.151,0.00183,0.223,0.235,0.163,-24.6,-1.79,0.259,0.127,0.16,-0.0262,9.91E-05,Walk
0.203,0.00107,0.356,0.255,0.682,-26.7,-2.06,-0.261,0.165,0.0884,-0.498,0.000131,Walk
0.00667,0.0467,0.0632,0.126,0.00101,-21,3.57,1.21,0.268,0.379,0.116,0.00428,Walk
0.0085,0.0318,0.0855,0.157,0.0011,-21.3,3.66,1.49,0.0632,0.388,0.235,0.00463,Walk
0.00644,0.0392,0.0646,0.125,0.00103,-21.4,3.59,1.49,0.139,0.341,0.278,0.00103,Walk
0.137,0.00107,0.0793,0.129,0.0331,-24.3,-2.46,-1.33,0.332,0.318,0.345,0.00032,Walk
0.134,0.0015,0.0937,0.155,0.0313,-24,-2.45,-1.2,0.0036,0.089,0.364,0.000381,Walk
0.119,0.0015,0.0713,0.132,0.0233,-23.9,-2.63,-1.13,0.146,0.0372,0.161,0.000351,Walk
0.138,0.000617,0.161,0.235,0.0284,-24.5,-0.932,0.423,0.395,0.425,-0.24,0.000485,Walk
0.157,0.000241,0.183,0.236,0.0569,-25.7,-0.72,0.56,0.403,0.351,-0.0766,0.000732,Walk
0.144,0.000599,0.178,0.254,0.0174,-24.7,-0.983,0.882,0.365,0.312,-0.0714,0.000219,Walk
0.156,0.00044,0.205,0.266,0.0425,-24.9,-0.647,0.84,0.257,0.209,0.0152,0.000443,Walk
0.155,0.000549,0.194,0.26,0.0308,-24.5,-0.724,0.823,0.345,0.168,0.00262,0.000282,Walk
0.16,0.00124,0.212,0.28,0.018,-23.3,-0.513,0.931,0.371,0.248,-0.179,0.000263,Walk
0.168,0.000238,0.223,0.271,0.0578,-25.5,-0.168,0.601,0.108,0.121,-0.139,0.000627,Walk
0.163,0.00049,0.212,0.269,0.0394,-25,-0.69,0.919,0.192,0.342,-0.0548,0.000294,Walk
0.174,0.000738,0.226,0.282,0.0306,-24.3,-0.609,0.658,0.361,0.432,0.076,0.000395,Walk
0.165,0.000732,0.206,0.271,0.0279,-24.1,-0.529,0.873,0.237,0.133,-0.236,0.000698,Walk
0.0973,0.00066,0.113,0.187,0.0245,-24.1,-1.55,-0.631,0.00689,-0.0134,-0.0158,0.00155,Walk
0.111,0.000758,0.162,0.218,0.0345,-23.7,-1.06,-0.289,-0.126,-0.0456,-0.137,0.000875,Walk
0.116,0.0011,0.169,0.221,0.0335,-23.3,-1.17,-0.048,-0.251,0.0725,-0.148,0.00108,Walk
0.113,0.000915,0.151,0.208,0.0337,-23.5,-1.04,-0.876,-0.219,0.183,-0.123,0.00157,Walk
0.118,0.000912,0.179,0.229,0.0304,-23.4,-1.01,-0.406,-0.12,0.0666,-0.281,0.000748,Walk
0.0874,0.000876,0.0688,0.14,0.0175,-24.2,-2.31,-0.982,-0.118,0.0482,-0.142,0.000272,Walk
0.0911,0.00118,0.0811,0.15,0.0237,-24.1,-2.27,-0.916,0.0215,0.116,-0.0995,0.00148,Walk
0.0918,0.00187,0.0837,0.158,0.0192,-23.3,-2.31,-0.9,-0.122,-0.0117,-0.109,0.000455,Walk
0.129,0.000687,0.263,0.24,0.301,-24,0.828,0.065,0.167,-0.119,0.0426,0.00163,Walk
0.125,0.000135,0.231,0.232,0.183,-26.5,0.462,0.165,0.164,-0.182,0.00588,0.00134,Walk
0.121,0.000721,0.222,0.232,0.145,-24.2,0.544,0.126,-0.0162,-0.00665,-0.0606,0.000907,Walk
0.122,0.000166,0.258,0.223,0.304,-25.7,1.33,-0.477,-0.161,-0.27,-0.204,0.00172,Walk
0.0988,0.000608,0.245,0.217,0.305,-23.8,0.81,-0.266,-0.335,-0.287,-0.0793,0.00171,Walk
0.0995,0.000344,0.247,0.223,0.271,-24.3,1.09,-0.403,-0.253,-0.224,-0.122,0.00275,Walk
0.119,0.000405,0.207,0.219,0.0957,-24.8,0.845,-1.44,0.417,-0.529,-0.523,0.0016,Walk
0.129,0.000374,0.223,0.215,0.233,-25.2,0.58,0.189,0.00566,0.139,-0.175,0.0011,Walk
0.121,0.000435,0.233,0.217,0.268,-24.9,0.882,0.0083,0.0181,0.097,-0.161,0.0028,Walk
0.127,0.000612,0.215,0.213,0.217,-24.1,0.646,0.0889,-0.0173,0.236,-0.208,0.00231,Walk
0.412,0.000435,0.0824,0.111,0.0863,-31,-5.2,-0.649,0.262,0.173,-0.002,0.000391,Walk
0.392,0.000315,0.0792,0.106,0.0879,-31.2,-5.33,-0.361,-0.203,0.366,-0.167,0.000429,Walk
0.462,0.000589,0.0784,0.123,0.0643,-30.4,-5.15,-0.16,-0.0299,0.21,-0.111,0.000538,Walk
0.0228,0.00542,0.143,0.197,0.00441,-20.8,2.75,-0.0641,0.27,0.337,0.0793,0.00533,Walk
0.0269,0.00353,0.189,0.233,0.00722,-21.6,2.78,-0.302,0.245,0.604,0.169,0.00174,Walk
0.034,0.000717,0.18,0.2,0.0997,-23.7,2.75,-0.83,0.0867,0.469,0.0527,0.00187,Walk
0.0237,0.00239,0.146,0.193,0.015,-21.6,2.5,-0.522,-0.0433,0.309,0.0788,0.00136,Walk
0.0292,0.0128,0.15,0.175,0.00562,-19.7,2.47,0.327,-0.152,-0.378,0.0939,0.00189,Walk
0.0386,0.00567,0.167,0.174,0.018,-21,2.57,0.551,-0.0727,-0.107,0.0643,0.00322,Walk
0.0422,0.00606,0.174,0.172,0.0645,-20.8,2.27,0.465,0.0606,-0.176,0.0323,0.00114,Walk
0.0338,0.00747,0.165,0.184,0.0134,-20.1,2.21,0.262,0.154,-0.204,-0.0992,0.00141,Walk
0.0506,0.00606,0.139,0.152,0.0612,-20.2,1.43,-0.0329,0.536,-0.0755,-0.327,0.00207,Walk
0.128,0.000466,0.0802,0.176,0.0252,-26.1,-2.12,-0.422,0.187,-0.346,-0.317,0.000391,Walk
0.108,0.000272,0.0799,0.172,0.0326,-27.9,-2.69,-0.54,0.328,0.128,-0.494,0.000305,Walk
0.138,0.00075,0.0782,0.166,0.0315,-27,-3.05,-0.856,0.378,-0.0522,-0.44,0.000306,Walk
0.111,0.000935,0.107,0.152,0.0339,-26.1,-3.21,-1.77,0.181,-0.511,-0.532,0.000653,Walk
0.108,0.00138,0.0876,0.141,0.0335,-25.2,-2.8,-1.5,0.0241,-0.197,-0.578,0.000335,Walk
0.0948,0.00166,0.0797,0.138,0.0332,-25.1,-2.75,-1.29,0.0346,0.0217,-0.426,0.000221,Walk
0.0711,0.00171,0.0779,0.134,0.035,-25.3,-2.67,-1.54,0.0601,-0.0866,-0.475,0.000351,Walk
0.103,0.00123,0.0836,0.146,0.0334,-25.4,-3.01,-1.4,0.305,-0.233,-0.474,0.000282,Walk
0.0937,0.00133,0.0926,0.139,0.0341,-25.7,-3.31,-1.84,0.292,-0.307,-0.717,0.000803,Walk
0.118,0.000859,0.0804,0.142,0.0341,-26.3,-3.06,-1.21,0.2,-0.256,-0.313,0.000497,Walk
0.114,0.000572,0.195,0.238,0.0547,-26.6,-2.65,-1.07,0.197,-0.318,-0.293,0.000189,Walk
0.155,0.000923,0.131,0.206,0.04,-25.1,-2.9,-1.34,0.411,0.00256,-0.443,0.000381,Walk
0.16,0.00102,0.223,0.234,0.153,-24,-1.6,-2.18,-0.0387,0.0984,-0.323,0.00245,Walk
0.183,0.000554,0.252,0.233,0.312,-25.3,-1.86,-1.27,-0.248,-0.153,-0.306,0.00031,Walk
0.155,0.00138,0.242,0.236,0.224,-23.5,-1.8,-1.83,-0.266,-0.0869,-0.357,0.000179,Walk
0.132,0.00145,0.172,0.223,0.0433,-23.4,-1.82,-1.86,-0.0995,-0.317,-0.0043,0.000955,Walk
0.151,0.000606,0.153,0.202,0.0711,-25.2,-1.74,-2.04,-0.138,-0.501,-0.306,0.000537,Walk
0.171,0.000746,0.236,0.236,0.241,-25.8,-1.8,-1.37,0.00542,-0.287,-0.0492,0.000498,Walk
0.142,0.000555,0.0949,0.155,0.0609,-27.6,-1.82,-0.868,0.525,-0.207,0.221,0.000208,Walk
0.136,0.00103,0.0957,0.158,0.0631,-27.1,-2.21,-1.57,0.322,-0.501,0.199,9.89E-05,Walk
0.0154,0.00166,0.0464,0.0932,0.0145,-21.5,0.214,-0.0902,-0.659,-0.393,-0.251,0.0024,Walk
0.0344,0.00574,0.0526,0.0972,0.0145,-20,-0.355,-0.0872,-0.561,-0.428,-0.278,0.000683,Walk
0.0502,0.00328,0.0718,0.118,0.0189,-21.8,-1.33,-0.11,-0.292,-0.148,-0.35,0.000647,Walk
0.0886,0.00142,0.0816,0.123,0.0259,-23.5,-1.73,0.256,-0.413,-0.15,-0.257,0.000308,Walk
0.032,0.00312,0.0869,0.134,0.0155,-20.7,-0.06,-0.088,-0.691,-0.309,-0.254,0.000914,Walk
0.0358,0.00555,0.0519,0.0978,0.0146,-20.2,-0.533,-0.0465,-0.51,-0.393,-0.316,0.000991,Walk
0.0574,0.00302,0.0733,0.119,0.0195,-21.9,-1.35,-0.14,-0.328,-0.188,-0.321,0.000791,Walk
0.078,0.0016,0.0811,0.123,0.0259,-23.1,-1.62,-0.00245,-0.328,-0.0661,-0.241,0.000408,Walk
0.0289,0.00033,0.146,0.162,0.0336,-24.6,-0.86,0.523,-0.831,-0.378,-0.349,0.0013,Walk
0.0864,0.00057,0.134,0.172,0.0532,-25,0.199,0.424,-0.289,-0.151,-0.169,0.00019,Walk
0.0721,0.000593,0.114,0.156,0.0506,-25.3,0.366,0.0472,-0.583,-0.457,-0.262,0.000233,Walk
0.0751,0.00069,0.121,0.167,0.05,-25,0.181,0.0652,-0.566,-0.391,-0.319,0.000586,Walk
0.0904,0.000388,0.114,0.159,0.0497,-26,-0.0829,0.329,-0.617,-0.3,-0.318,0.00378,Walk
0.0793,0.000563,0.11,0.146,0.0561,-26,-0.294,0.532,-0.576,-0.423,-0.315,0.00113,Walk
0.093,0.000406,0.136,0.174,0.0614,-25.5,-0.174,0.305,-0.394,-0.374,-0.322,0.00234,Walk
0.0828,0.000559,0.116,0.16,0.0499,-25.6,0.0434,0.245,-0.549,-0.423,-0.364,0.00117,Walk
0.068,0.000641,0.12,0.162,0.0503,-24.9,0.452,-0.0833,-0.59,-0.467,-0.301,0.000776,Walk
0.0817,0.000563,0.114,0.161,0.0491,-25.6,-0.137,0.264,-0.649,-0.29,-0.332,0.00158,Walk
0.0903,0.000397,0.117,0.157,0.0519,-26.3,-0.0354,0.39,-0.501,-0.436,-0.346,0.00234,Walk
0.0816,0.000446,0.111,0.149,0.0623,-26,-0.322,0.503,-0.504,-0.373,-0.333,0.00127,Walk
0.0879,0.000548,0.142,0.176,0.0554,-25,-0.055,0.216,-0.455,-0.375,-0.341,0.000693,Walk
0.0744,0.00068,0.115,0.157,0.0499,-25.3,0.217,0.166,-0.587,-0.412,-0.267,0.000503,Walk
0.0733,0.000575,0.123,0.168,0.051,-25,0.381,0.0147,-0.518,-0.407,-0.304,0.000575,Walk
0.0887,0.000477,0.112,0.159,0.0489,-25.9,-0.197,0.317,-0.655,-0.305,-0.304,0.00253,Walk
0.084,0.000441,0.112,0.155,0.0512,-26.2,-0.225,0.529,-0.613,-0.385,-0.334,0.00136,Walk
0.0897,0.000329,0.128,0.16,0.0881,-26.3,-0.24,0.364,-0.385,-0.392,-0.296,0.00152,Walk
0.0858,0.000664,0.118,0.163,0.0492,-25.2,0.0194,0.242,-0.505,-0.365,-0.365,0.00027,Walk
0.0671,0.000647,0.117,0.159,0.0507,-25.1,0.429,-0.0166,-0.57,-0.484,-0.273,0.000612,Walk
0.0803,0.000464,0.12,0.167,0.0491,-25.7,0.104,0.196,-0.532,-0.351,-0.284,0.000705,Walk
0.0889,0.000437,0.116,0.155,0.0518,-26.1,-0.155,0.338,-0.662,-0.347,-0.374,0.00419,Walk
0.0828,0.00047,0.108,0.146,0.0604,-26.1,-0.291,0.536,-0.516,-0.38,-0.312,0.000944,Walk
0.0918,0.000521,0.141,0.178,0.0572,-25.1,-0.0981,0.195,-0.444,-0.389,-0.326,0.000785,Walk
0.0767,0.000648,0.115,0.156,0.0502,-25.3,0.0889,0.233,-0.583,-0.402,-0.322,0.000841,Walk
0.0707,0.000552,0.122,0.166,0.0513,-25.3,0.49,-0.0918,-0.532,-0.456,-0.302,0.000482,Walk
0.0826,0.000519,0.112,0.159,0.0482,-25.7,-0.225,0.36,-0.604,-0.291,-0.3,0.00212,Walk
0.0909,0.000458,0.114,0.155,0.0515,-25.9,-0.105,0.555,-0.504,-0.293,-0.248,0.000809,Walk
0.0843,0.000419,0.121,0.157,0.0669,-26.1,-0.145,0.498,-0.361,-0.354,-0.247,0.00207,Walk
0.0874,0.00058,0.125,0.167,0.0499,-25.2,-0.00665,0.256,-0.484,-0.326,-0.34,0.000201,Walk
0.0703,0.000672,0.119,0.16,0.0505,-25.1,0.367,0.031,-0.605,-0.494,-0.315,0.00057,Walk
0.0781,0.000611,0.122,0.168,0.0497,-25.2,0.188,0.0846,-0.542,-0.357,-0.294,0.000694,Walk
0.093,0.000476,0.112,0.154,0.0504,-26.1,-0.183,0.341,-0.617,-0.319,-0.347,0.00208,Walk
0.0779,0.000475,0.111,0.148,0.0572,-26.1,-0.274,0.53,-0.56,-0.412,-0.334,0.00249,Walk
0.0934,0.000392,0.135,0.173,0.0618,-25.6,-0.137,0.256,-0.396,-0.37,-0.3,0.000761,Walk
0.0777,0.000539,0.121,0.161,0.0507,-25.6,0.0414,0.244,-0.57,-0.373,-0.329,0.00054,Walk
0.0687,0.000658,0.12,0.166,0.0504,-25,0.474,-0.102,-0.584,-0.505,-0.311,0.000497,Walk
0.0841,0.000557,0.11,0.156,0.0484,-25.6,-0.149,0.385,-0.594,-0.255,-0.273,0.00111,Walk
0.0873,0.000433,0.114,0.155,0.0511,-26,-0.129,0.448,-0.532,-0.374,-0.336,0.00141,Walk
0.0842,0.000414,0.116,0.152,0.0664,-26.2,-0.126,0.485,-0.415,-0.359,-0.285,0.00332,Walk
0.0857,0.0006,0.132,0.17,0.0525,-25.1,-0.11,0.26,-0.484,-0.367,-0.337,0.000131,Walk
0.0717,0.000608,0.116,0.158,0.0504,-25.2,0.329,0.0334,-0.603,-0.478,-0.269,0.000212,Walk
0.0764,0.000668,0.122,0.167,0.0503,-25.1,0.287,0.0643,-0.479,-0.406,-0.298,0.000671,Walk
0.0882,0.000404,0.114,0.159,0.0493,-25.9,-0.141,0.277,-0.628,-0.296,-0.355,0.00336,Walk
0.0796,0.000541,0.109,0.145,0.0564,-26.1,-0.306,0.532,-0.58,-0.427,-0.3,0.00109,Walk
0.0923,0.000436,0.136,0.172,0.0625,-25.5,-0.153,0.323,-0.371,-0.369,-0.326,0.00215,Walk
0.0808,0.000735,0.118,0.162,0.0492,-25,0.0537,0.25,-0.55,-0.393,-0.349,0.00118,Walk
0.0672,0.000639,0.118,0.16,0.0503,-25,0.438,-0.0278,-0.547,-0.445,-0.284,0.000649,Walk
0.0813,0.000571,0.114,0.16,0.0492,-25.5,-0.0739,0.275,-0.618,-0.252,-0.302,0.00158,Walk
0.0898,0.000389,0.118,0.157,0.0521,-26.3,-0.00445,0.412,-0.49,-0.421,-0.342,0.00264,Walk
0.0825,0.000477,0.112,0.152,0.0615,-26,-0.308,0.511,-0.519,-0.36,-0.315,0.00139,Walk
0.089,0.000552,0.144,0.18,0.0555,-24.9,-0.0334,0.235,-0.448,-0.353,-0.3,0.00074,Walk
0.0771,0.000634,0.115,0.157,0.0502,-25.3,0.225,0.15,-0.594,-0.409,-0.284,0.000514,Walk
0.073,0.000614,0.121,0.166,0.0508,-25,0.374,0.0452,-0.507,-0.403,-0.287,0.000733,Walk
0.0868,0.000451,0.113,0.16,0.0483,-25.9,-0.101,0.349,-0.587,-0.258,-0.257,0.00216,Walk
0.0824,0.00044,0.108,0.151,0.0509,-26.2,-0.212,0.483,-0.612,-0.41,-0.36,0.00148,Walk
0.0891,0.000351,0.128,0.16,0.0852,-26.2,-0.288,0.376,-0.407,-0.376,-0.266,0.00139,Walk
0.0858,0.000666,0.117,0.163,0.0491,-25.2,0.011,0.22,-0.507,-0.369,-0.38,0.000306,Walk
0.069,0.000543,0.121,0.163,0.0501,-25.2,0.414,-0.0492,-0.6,-0.512,-0.302,0.000523,Walk
0.0793,0.000545,0.117,0.163,0.0498,-25.6,0.1,0.174,-0.541,-0.353,-0.282,0.000807,Walk
0.0893,0.00042,0.116,0.155,0.0517,-26.1,-0.15,0.355,-0.653,-0.361,-0.355,0.00372,Walk
0.0801,0.000468,0.108,0.145,0.0604,-26.1,-0.289,0.549,-0.505,-0.398,-0.332,0.00113,Walk
0.0906,0.000539,0.142,0.179,0.0576,-25,-0.0758,0.202,-0.413,-0.368,-0.306,0.00054,Walk
0.0778,0.000652,0.116,0.158,0.0505,-25.3,0.139,0.246,-0.575,-0.398,-0.312,0.000777,Walk
0.0693,0.000589,0.121,0.164,0.0508,-25.2,0.423,-0.0931,-0.572,-0.465,-0.328,0.000473,Walk
0.0824,0.00049,0.112,0.16,0.0481,-25.8,-0.187,0.405,-0.579,-0.244,-0.27,0.00204,Walk
0.0898,0.000441,0.114,0.155,0.0509,-26,-0.187,0.433,-0.577,-0.396,-0.381,0.000622,Walk
0.0841,0.000422,0.121,0.157,0.0698,-26.1,-0.239,0.453,-0.437,-0.404,-0.3,0.0031,Walk
0.0873,0.000588,0.125,0.166,0.0501,-25.2,-0.0225,0.25,-0.511,-0.345,-0.354,0.000291,Walk
0.0712,0.000577,0.117,0.159,0.0508,-25.2,0.416,0.0262,-0.557,-0.463,-0.268,0.000517,Walk
0.0769,0.00069,0.121,0.167,0.0499,-25.1,0.17,0.0918,-0.569,-0.376,-0.29,0.000684,Walk
0.09,0.000442,0.112,0.153,0.0507,-26.1,-0.164,0.35,-0.636,-0.31,-0.319,0.00211,Walk
0.0784,0.000493,0.111,0.148,0.0566,-26.1,-0.267,0.542,-0.533,-0.407,-0.333,0.00251,Walk
0.0945,0.000396,0.135,0.172,0.0619,-25.6,-0.107,0.299,-0.367,-0.34,-0.289,0.00115,Walk
0.0804,0.000563,0.122,0.163,0.0506,-25.5,0.0695,0.279,-0.544,-0.354,-0.314,0.000661,Walk
0.0682,0.000698,0.115,0.16,0.0499,-24.9,0.479,-0.0901,-0.57,-0.491,-0.304,0.000459,Walk
0.0848,0.000533,0.116,0.163,0.0487,-25.7,-0.192,0.348,-0.619,-0.261,-0.267,0.00148,Walk
0.0889,0.000412,0.115,0.156,0.0514,-26.1,-0.181,0.428,-0.569,-0.391,-0.331,0.0021,Walk
0.0821,0.000422,0.116,0.153,0.0653,-26.1,-0.118,0.476,-0.444,-0.373,-0.285,0.00228,Walk
0.0874,0.000569,0.133,0.171,0.053,-25.1,-0.118,0.239,-0.495,-0.373,-0.341,0.000196,Walk
0.0728,0.000665,0.116,0.158,0.0501,-25.2,0.3,0.0714,-0.554,-0.447,-0.279,0.00026,Walk
0.075,0.000554,0.123,0.169,0.0503,-25.2,0.344,0.0397,-0.515,-0.418,-0.315,0.000759,Walk
0.0896,0.000471,0.114,0.158,0.0496,-25.9,-0.171,0.317,-0.644,-0.292,-0.316,0.00298,Walk
0.0806,0.000519,0.11,0.146,0.0572,-26.1,-0.265,0.546,-0.57,-0.418,-0.294,0.00117,Walk
0.0921,0.00041,0.136,0.172,0.0626,-25.5,-0.133,0.335,-0.354,-0.351,-0.321,0.00219,Walk
0.0808,0.000656,0.118,0.162,0.0495,-25.2,0.0346,0.254,-0.537,-0.414,-0.341,0.0011,Walk
0.0679,0.000638,0.117,0.161,0.0502,-25.1,0.404,-0.0632,-0.59,-0.471,-0.298,0.000802,Walk
0.0809,0.000573,0.115,0.161,0.0489,-25.5,-0.0751,0.272,-0.623,-0.276,-0.312,0.00129,Walk
0.088,0.000412,0.116,0.156,0.0518,-26.2,0.0268,0.455,-0.478,-0.4,-0.323,0.0029,Walk
0.0824,0.000444,0.111,0.15,0.0623,-26.1,-0.28,0.494,-0.507,-0.344,-0.31,0.00135,Walk
0.0888,0.000577,0.139,0.176,0.0544,-24.9,-0.0962,0.271,-0.42,-0.363,-0.305,0.000696,Walk
0.0764,0.000628,0.117,0.157,0.0504,-25.3,0.237,0.183,-0.579,-0.392,-0.265,0.000621,Walk
0.0718,0.000598,0.121,0.167,0.0509,-25.1,0.362,0.0322,-0.508,-0.413,-0.292,0.000662,Walk
0.0865,0.000462,0.114,0.161,0.0481,-25.8,-0.123,0.327,-0.617,-0.282,-0.293,0.00174,Walk
0.0839,0.000446,0.109,0.151,0.0507,-26.2,-0.185,0.494,-0.601,-0.397,-0.351,0.00147,Walk
0.0897,0.000353,0.129,0.161,0.0849,-26.2,-0.284,0.389,-0.401,-0.39,-0.278,0.0012,Walk
0.0858,0.00066,0.117,0.163,0.049,-25.2,0.0144,0.216,-0.513,-0.359,-0.362,0.000323,Walk
0.0689,0.000572,0.121,0.161,0.0505,-25.1,0.402,-0.03,-0.593,-0.5,-0.288,0.000583,Walk
0.0808,0.000486,0.118,0.163,0.0501,-25.7,0.108,0.162,-0.546,-0.35,-0.289,0.000784,Walk
0.0899,0.00049,0.116,0.156,0.0514,-26,-0.127,0.375,-0.641,-0.324,-0.336,0.00311,Walk
0.0819,0.000411,0.11,0.147,0.061,-26.2,-0.229,0.536,-0.52,-0.374,-0.297,0.00139,Walk
0.0921,0.00041,0.135,0.173,0.0569,-25.6,-0.153,0.265,-0.361,-0.352,-0.28,0.000326,Walk
0.0778,0.000613,0.117,0.158,0.0507,-25.4,0.166,0.246,-0.564,-0.385,-0.302,0.000535,Walk
0.0701,0.000606,0.12,0.163,0.0508,-25.1,0.432,-0.0661,-0.551,-0.442,-0.308,0.000547,Walk
0.0827,0.000476,0.112,0.16,0.0479,-25.8,-0.184,0.385,-0.629,-0.271,-0.273,0.00196,Walk
0.0878,0.000428,0.114,0.154,0.051,-26,-0.182,0.446,-0.549,-0.373,-0.367,0.000617,Walk
0.0844,0.00045,0.12,0.156,0.0686,-26.1,-0.221,0.456,-0.424,-0.403,-0.285,0.00323,Walk
